REF ARTICLE,CATEGORIE,GENRE,PRIX UNITAIRE,POINTURE,COULEUR,COULEUR Corrigé,PHASE,PRIX UPSEL 2,PRIX UPSEL 3,PRIX UPSEL 4,PRIX GROS,PRIX LIQ 1
"CHAUSS FEM YZ131,CHAUSSURE,FEMME,""239,00DH"",37---41,BEIGE - BLEU MARINE - GRENAT - MARRON - NOIR -  ,BEIGE - BLEU MARINE - GRENAT - MARRON - NOIR -  ,EN COURS,""408,00DH"",""567,00DH"",""716,00DH"",""130,00DH"",""149,00DH"""
"MULE FEM YZ1121,MULES,FEMME,""289,00DH"",36-41,BEIGE - ROUGE - NOIR  - MARRON - SAUMON - DOREE - GRIS NOIR ,BEIGE - ROUGE - NOIR  - MARRON - SAUMON - DOREE - GRIS NOIR ,EN COURS,""498,00DH"",""717,00DH"",""916,00DH"",""180,00DH"",""189,00DH"""
"SDL FEM YZ86,SANDALE,FEMME,""199,00DH"",37---41,MARRON- NOIR - BEIGE  ,MARRON- NOIR - BEIGE  ,EN COURS,,,,,"
"SDL FEM YZ161,SANDALE,FEMME,""199,00DH"",37---41,GRENAT - NOIR - MARRON - BEIGE - BLEU MARINE,GRENAT - NOIR - MARRON - BEIGE - BLEU MARINE,EN COURS,,,,,"
"SDL FEM YZ02,SANDALE,FEMME,""199,00DH"",37---41,Bleu marine - noir - marron - rose - beige,BLEU MARINE - NOIR - MARRON - ROSE - BEIGE,EN COURS,,,,,"
"SDL FEM YZ119,SANDALE,FEMME,""219,00DH"",37---41,ROSE- Cuivre - Gris Noir - Noir - Bleu Ciel,ROSE- CUIVRE - GRIS NOIR - NOIR - BLEU CIEL,EN COURS,""388,00DH"",""522,00DH"",""656,00DH"",""110,00DH"",""134,00DH"""
"SDL FEM YZ496,SANDALE,FEMME,""239,00DH"",36---40,BLEU - ROSE - CAMEL - NOIR - BEIGE ,BLEU - ROSE - CAMEL - NOIR - BEIGE ,EN COURS,""408,00DH"",""567,00DH"",""716,00DH"",""130,00DH"",""149,00DH"""
"ESPA FEM YZ1014,ESPADRILLE,FEMME,""249,00DH"",36---40,BEIGE - BLANC - NOIR,BEIGE - BLANC - NOIR,EN COURS,""418,00DH"",""597,00DH"",""756,00DH"",""140,00DH"",""159,00DH"""
"SAB FEM YZ502,SABOT,FEMME,""249,00DH"",37---41,,,EN COURS,""418,00DH"",""597,00DH"",""756,00DH"",""140,00DH"",""159,00DH"""
"ESPA FEM YZ1017,ESPADRILLE,FEMME,""285,00DH"",36---40,BLEU MARINE - NOIR - BLANC - MARRON,BLEU MARINE - NOIR - BLANC - MARRON,EN TEST,""490,00DH"",""705,00DH"",""900,00DH"",""176,00DH"",""185,00DH"""
"SDL FEM YZ337,SANDALE,FEMME,""199,00DH"",36-41,NOIR- BEIGE-TABAC- MARRON,NOIR- BEIGE-TABAC- MARRON,EN COURS,,,,,"
" CHAUSS FEM YZ249,CHAUSSURE,FEMME,""299,00DH"",37---40,""NOIR -MARRON"
